  21  12  13
  21  12  14
  12  21  22
  12  21  23
  24  12  13
  24  12  14
  12  24  25
  12  24  26
  54  12  13
  54  12  14
  12  54  55
  12  54  56
  60  12  13
  60  12  14
  12  60  61
  12  60  62
  63  12  13
  63  12  14
  12  63  64
  12  63  65
  66  12  13
  66  12  14
  12  66  67
  12  66  68
  81  12  13
  81  12  14
  12  81  82
  12  81  83
  93  12  13
  93  12  14
  12  93  94
  12  93  95
  96  12  13
  96  12  14
  12  96  97
  12  96  98
  99  12  13
  99  12  14
  12  99 100
  12  99 101
 108  12  13
 108  12  14
  12 108 109
  12 108 110
 111  12  13
 111  12  14
  12 111 112
  12 111 113
 114  12  13
 114  12  14
  12 114 115
  12 114 116
 117  12  13
 117  12  14
  12 117 118
  12 117 119
 141  12  13
 141  12  14
  12 141 142
  12 141 143
 144  12  13
 144  12  14
  12 144 145
  12 144 146
 156  12  13
 156  12  14
  12 156 157
  12 156 158
 159  12  13
 159  12  14
  12 159 160
  12 159 161
 186  12  13
 186  12  14
  12 186 187
  12 186 188
 189  12  13
 189  12  14
  12 189 190
  12 189 191
 192  12  13
 192  12  14
  12 192 193
  12 192 194
 198  12  13
 198  12  14
  12 198 199
  12 198 200
 201  12  13
 201  12  14
  12 201 202
  12 201 203
 204  12  13
 204  12  14
  12 204 205
  12 204 206
 207  12  13
 207  12  14
  12 207 208
  12 207 209
 210  12  13
 210  12  14
  12 210 211
  12 210 212
 228  12  13
 228  12  14
  12 228 229
  12 228 230
 231  12  13
 231  12  14
  12 231 232
  12 231 233
 234  12  13
 234  12  14
  12 234 235
  12 234 236
 240  12  13
 240  12  14
  12 240 241
  12 240 242
 246  12  13
 246  12  14
  12 246 247
  12 246 248
 249  12  13
 249  12  14
  12 249 250
  12 249 251
 252  12  13
 252  12  14
  12 252 253
  12 252 254
 258  12  13
 258  12  14
  12 258 259
  12 258 260
 261  12  13
 261  12  14
  12 261 262
  12 261 263
 264  12  13
 264  12  14
  12 264 265
  12 264 266
 270  12  13
 270  12  14
  12 270 271
  12 270 272
 291  12  13
 291  12  14
  12 291 292
  12 291 293
 297  12  13
 297  12  14
  12 297 298
  12 297 299
 327  12  13
 327  12  14
  12 327 328
  12 327 329
 348  12  13
 348  12  14
  12 348 349
  12 348 350
  24  21  22
  24  21  23
  21  24  25
  21  24  26
  54  21  22
  54  21  23
  21  54  55
  21  54  56
  60  21  22
  60  21  23
  21  60  61
  21  60  62
  63  21  22
  63  21  23
  21  63  64
  21  63  65
  66  21  22
  66  21  23
  21  66  67
  21  66  68
  81  21  22
  81  21  23
  21  81  82
  21  81  83
  93  21  22
  93  21  23
  21  93  94
  21  93  95
  96  21  22
  96  21  23
  21  96  97
  21  96  98
  99  21  22
  99  21  23
  21  99 100
  21  99 101
 108  21  22
 108  21  23
  21 108 109
  21 108 110
 111  21  22
 111  21  23
  21 111 112
  21 111 113
 114  21  22
 114  21  23
  21 114 115
  21 114 116
 117  21  22
 117  21  23
  21 117 118
  21 117 119
 141  21  22
 141  21  23
  21 141 142
  21 141 143
 144  21  22
 144  21  23
  21 144 145
  21 144 146
 156  21  22
 156  21  23
  21 156 157
  21 156 158
 159  21  22
 159  21  23
  21 159 160
  21 159 161
 186  21  22
 186  21  23
  21 186 187
  21 186 188
 189  21  22
 189  21  23
  21 189 190
  21 189 191
 192  21  22
 192  21  23
  21 192 193
  21 192 194
 198  21  22
 198  21  23
  21 198 199
  21 198 200
 201  21  22
 201  21  23
  21 201 202
  21 201 203
 204  21  22
 204  21  23
  21 204 205
  21 204 206
 207  21  22
 207  21  23
  21 207 208
  21 207 209
 210  21  22
 210  21  23
  21 210 211
  21 210 212
 228  21  22
 228  21  23
  21 228 229
  21 228 230
 231  21  22
 231  21  23
  21 231 232
  21 231 233
 234  21  22
 234  21  23
  21 234 235
  21 234 236
 240  21  22
 240  21  23
  21 240 241
  21 240 242
 246  21  22
 246  21  23
  21 246 247
  21 246 248
 249  21  22
 249  21  23
  21 249 250
  21 249 251
 252  21  22
 252  21  23
  21 252 253
  21 252 254
 258  21  22
 258  21  23
  21 258 259
  21 258 260
 261  21  22
 261  21  23
  21 261 262
  21 261 263
 264  21  22
 264  21  23
  21 264 265
  21 264 266
 270  21  22
 270  21  23
  21 270 271
  21 270 272
 291  21  22
 291  21  23
  21 291 292
  21 291 293
 297  21  22
 297  21  23
  21 297 298
  21 297 299
 327  21  22
 327  21  23
  21 327 328
  21 327 329
 348  21  22
 348  21  23
  21 348 349
  21 348 350
  54  24  25
  54  24  26
  24  54  55
  24  54  56
  60  24  25
  60  24  26
  24  60  61
  24  60  62
  63  24  25
  63  24  26
  24  63  64
  24  63  65
  66  24  25
  66  24  26
  24  66  67
  24  66  68
  81  24  25
  81  24  26
  24  81  82
  24  81  83
  93  24  25
  93  24  26
  24  93  94
  24  93  95
  96  24  25
  96  24  26
  24  96  97
  24  96  98
  99  24  25
  99  24  26
  24  99 100
  24  99 101
 108  24  25
 108  24  26
  24 108 109
  24 108 110
 111  24  25
 111  24  26
  24 111 112
  24 111 113
 114  24  25
 114  24  26
  24 114 115
  24 114 116
 117  24  25
 117  24  26
  24 117 118
  24 117 119
 141  24  25
 141  24  26
  24 141 142
  24 141 143
 144  24  25
 144  24  26
  24 144 145
  24 144 146
 156  24  25
 156  24  26
  24 156 157
  24 156 158
 159  24  25
 159  24  26
  24 159 160
  24 159 161
 186  24  25
 186  24  26
  24 186 187
  24 186 188
 189  24  25
 189  24  26
  24 189 190
  24 189 191
 192  24  25
 192  24  26
  24 192 193
  24 192 194
 198  24  25
 198  24  26
  24 198 199
  24 198 200
 201  24  25
 201  24  26
  24 201 202
  24 201 203
 204  24  25
 204  24  26
  24 204 205
  24 204 206
 207  24  25
 207  24  26
  24 207 208
  24 207 209
 210  24  25
 210  24  26
  24 210 211
  24 210 212
 228  24  25
 228  24  26
  24 228 229
  24 228 230
 231  24  25
 231  24  26
  24 231 232
  24 231 233
 234  24  25
 234  24  26
  24 234 235
  24 234 236
 240  24  25
 240  24  26
  24 240 241
  24 240 242
 246  24  25
 246  24  26
  24 246 247
  24 246 248
 249  24  25
 249  24  26
  24 249 250
  24 249 251
 252  24  25
 252  24  26
  24 252 253
  24 252 254
 258  24  25
 258  24  26
  24 258 259
  24 258 260
 261  24  25
 261  24  26
  24 261 262
  24 261 263
 264  24  25
 264  24  26
  24 264 265
  24 264 266
 270  24  25
 270  24  26
  24 270 271
  24 270 272
 291  24  25
 291  24  26
  24 291 292
  24 291 293
 297  24  25
 297  24  26
  24 297 298
  24 297 299
 327  24  25
 327  24  26
  24 327 328
  24 327 329
 348  24  25
 348  24  26
  24 348 349
  24 348 350
  60  54  55
  60  54  56
  54  60  61
  54  60  62
  63  54  55
  63  54  56
  54  63  64
  54  63  65
  66  54  55
  66  54  56
  54  66  67
  54  66  68
  81  54  55
  81  54  56
  54  81  82
  54  81  83
  93  54  55
  93  54  56
  54  93  94
  54  93  95
  96  54  55
  96  54  56
  54  96  97
  54  96  98
  99  54  55
  99  54  56
  54  99 100
  54  99 101
 108  54  55
 108  54  56
  54 108 109
  54 108 110
 111  54  55
 111  54  56
  54 111 112
  54 111 113
 114  54  55
 114  54  56
  54 114 115
  54 114 116
 117  54  55
 117  54  56
  54 117 118
  54 117 119
 141  54  55
 141  54  56
  54 141 142
  54 141 143
 144  54  55
 144  54  56
  54 144 145
  54 144 146
 156  54  55
 156  54  56
  54 156 157
  54 156 158
 159  54  55
 159  54  56
  54 159 160
  54 159 161
 186  54  55
 186  54  56
  54 186 187
  54 186 188
 189  54  55
 189  54  56
  54 189 190
  54 189 191
 192  54  55
 192  54  56
  54 192 193
  54 192 194
 198  54  55
 198  54  56
  54 198 199
  54 198 200
 201  54  55
 201  54  56
  54 201 202
  54 201 203
 204  54  55
 204  54  56
  54 204 205
  54 204 206
 207  54  55
 207  54  56
  54 207 208
  54 207 209
 210  54  55
 210  54  56
  54 210 211
  54 210 212
 228  54  55
 228  54  56
  54 228 229
  54 228 230
 231  54  55
 231  54  56
  54 231 232
  54 231 233
 234  54  55
 234  54  56
  54 234 235
  54 234 236
 240  54  55
 240  54  56
  54 240 241
  54 240 242
 246  54  55
 246  54  56
  54 246 247
  54 246 248
 249  54  55
 249  54  56
  54 249 250
  54 249 251
 252  54  55
 252  54  56
  54 252 253
  54 252 254
 258  54  55
 258  54  56
  54 258 259
  54 258 260
 261  54  55
 261  54  56
  54 261 262
  54 261 263
 264  54  55
 264  54  56
  54 264 265
  54 264 266
 270  54  55
 270  54  56
  54 270 271
  54 270 272
 291  54  55
 291  54  56
  54 291 292
  54 291 293
 297  54  55
 297  54  56
  54 297 298
  54 297 299
 327  54  55
 327  54  56
  54 327 328
  54 327 329
 348  54  55
 348  54  56
  54 348 349
  54 348 350
  63  60  61
  63  60  62
  60  63  64
  60  63  65
  66  60  61
  66  60  62
  60  66  67
  60  66  68
  81  60  61
  81  60  62
  60  81  82
  60  81  83
  93  60  61
  93  60  62
  60  93  94
  60  93  95
  96  60  61
  96  60  62
  60  96  97
  60  96  98
  99  60  61
  99  60  62
  60  99 100
  60  99 101
 108  60  61
 108  60  62
  60 108 109
  60 108 110
 111  60  61
 111  60  62
  60 111 112
  60 111 113
 114  60  61
 114  60  62
  60 114 115
  60 114 116
 117  60  61
 117  60  62
  60 117 118
  60 117 119
 141  60  61
 141  60  62
  60 141 142
  60 141 143
 144  60  61
 144  60  62
  60 144 145
  60 144 146
 156  60  61
 156  60  62
  60 156 157
  60 156 158
 159  60  61
 159  60  62
  60 159 160
  60 159 161
 186  60  61
 186  60  62
  60 186 187
  60 186 188
 189  60  61
 189  60  62
  60 189 190
  60 189 191
 192  60  61
 192  60  62
  60 192 193
  60 192 194
 198  60  61
 198  60  62
  60 198 199
  60 198 200
 201  60  61
 201  60  62
  60 201 202
  60 201 203
 204  60  61
 204  60  62
  60 204 205
  60 204 206
 207  60  61
 207  60  62
  60 207 208
  60 207 209
 210  60  61
 210  60  62
  60 210 211
  60 210 212
 228  60  61
 228  60  62
  60 228 229
  60 228 230
 231  60  61
 231  60  62
  60 231 232
  60 231 233
 234  60  61
 234  60  62
  60 234 235
  60 234 236
 240  60  61
 240  60  62
  60 240 241
  60 240 242
 246  60  61
 246  60  62
  60 246 247
  60 246 248
 249  60  61
 249  60  62
  60 249 250
  60 249 251
 252  60  61
 252  60  62
  60 252 253
  60 252 254
 258  60  61
 258  60  62
  60 258 259
  60 258 260
 261  60  61
 261  60  62
  60 261 262
  60 261 263
 264  60  61
 264  60  62
  60 264 265
  60 264 266
 270  60  61
 270  60  62
  60 270 271
  60 270 272
 291  60  61
 291  60  62
  60 291 292
  60 291 293
 297  60  61
 297  60  62
  60 297 298
  60 297 299
 327  60  61
 327  60  62
  60 327 328
  60 327 329
 348  60  61
 348  60  62
  60 348 349
  60 348 350
  66  63  64
  66  63  65
  63  66  67
  63  66  68
  81  63  64
  81  63  65
  63  81  82
  63  81  83
  93  63  64
  93  63  65
  63  93  94
  63  93  95
  96  63  64
  96  63  65
  63  96  97
  63  96  98
  99  63  64
  99  63  65
  63  99 100
  63  99 101
 108  63  64
 108  63  65
  63 108 109
  63 108 110
 111  63  64
 111  63  65
  63 111 112
  63 111 113
 114  63  64
 114  63  65
  63 114 115
  63 114 116
 117  63  64
 117  63  65
  63 117 118
  63 117 119
 141  63  64
 141  63  65
  63 141 142
  63 141 143
 144  63  64
 144  63  65
  63 144 145
  63 144 146
 156  63  64
 156  63  65
  63 156 157
  63 156 158
 159  63  64
 159  63  65
  63 159 160
  63 159 161
 186  63  64
 186  63  65
  63 186 187
  63 186 188
 189  63  64
 189  63  65
  63 189 190
  63 189 191
 192  63  64
 192  63  65
  63 192 193
  63 192 194
 198  63  64
 198  63  65
  63 198 199
  63 198 200
 201  63  64
 201  63  65
  63 201 202
  63 201 203
 204  63  64
 204  63  65
  63 204 205
  63 204 206
 207  63  64
 207  63  65
  63 207 208
  63 207 209
 210  63  64
 210  63  65
  63 210 211
  63 210 212
 228  63  64
 228  63  65
  63 228 229
  63 228 230
 231  63  64
 231  63  65
  63 231 232
  63 231 233
 234  63  64
 234  63  65
  63 234 235
  63 234 236
 240  63  64
 240  63  65
  63 240 241
  63 240 242
 246  63  64
 246  63  65
  63 246 247
  63 246 248
 249  63  64
 249  63  65
  63 249 250
  63 249 251
 252  63  64
 252  63  65
  63 252 253
  63 252 254
 258  63  64
 258  63  65
  63 258 259
  63 258 260
 261  63  64
 261  63  65
  63 261 262
  63 261 263
 264  63  64
 264  63  65
